Date,Hour,EGS Energy (MWh),Default Energy (MWh), Total Energy (MWh)
12/8/10,14,7.64399,1755.84828,1763.49227
12/8/10,15,7.60067,1715.31553,1722.9162
12/8/10,16,8.15627,1862.87581,1871.03208
12/8/10,17,9.58571,2164.05999,2173.6457
12/8/10,18,11.66219,2612.85314,2624.51533
12/8/10,19,12.11516,2696.07389,2708.18905
12/8/10,20,12.13719,2713.43452,2725.57171
12/8/10,21,11.7931,2657.24001,2669.03311
12/8/10,22,11.38434,2568.77247,2580.15681
12/8/10,23,10.355,2337.58666,2347.94166
12/8/10,24,8.89111,2052.90275,2061.79386
12/9/10,1,8.63846,1883.47287,1892.11133
12/9/10,2,8.25227,1823.57804,1831.83031
12/9/10,3,8.05695,1752.88346,1760.94041
12/9/10,4,7.97922,1792.61749,1800.59671
12/9/10,5,8.19204,1843.87997,1852.07201
12/9/10,6,8.90384,1983.69287,1992.59671
12/9/10,7,10.31819,2253.48434,2263.80253
12/9/10,8,10.67761,2363.06027,2373.73788
12/9/10,9,9.55276,2093.35112,2102.90388
12/9/10,10,8.68823,1935.51502,1944.20325
12/9/10,11,8.4094,1863.87565,1872.28505
12/9/10,12,8.41687,1829.95146,1838.36833
12/9/10,13,8.28238,1799.30611,1807.58849
12/9/10,14,8.181,1776.08188,1784.26288
12/9/10,15,8.33972,1790.39599,1798.73571
12/9/10,16,8.75925,1890.15221,1898.91146
12/9/10,17,10.25045,2174.34156,2184.59201
12/9/10,18,12.32403,2554.11283,2566.43686
12/9/10,19,13.10635,2719.07043,2732.17678
12/9/10,20,13.23828,2735.16062,2748.3989
12/9/10,21,13.00863,2690.20805,2703.21668
12/9/10,22,12.59547,2620.85342,2633.44889
12/9/10,23,11.63603,2401.45445,2413.09048
12/9/10,24,9.97474,2090.43556,2100.4103
12/10/10,1,9.83879,1938.27949,1948.11828
12/10/10,2,9.2505,1804.29011,1813.54061
12/10/10,3,9.04227,1764.47948,1773.52175
12/10/10,4,9.00584,1763.74217,1772.74801
12/10/10,5,9.11784,1787.08973,1796.20757
12/10/10,6,9.79117,1905.71611,1915.50728
12/10/10,7,11.08537,2199.60278,2210.68815
12/10/10,8,11.13811,2259.13421,2270.27232
12/10/10,9,10.04918,2020.67794,2030.72712
12/10/10,10,9.68574,1927.8932,1937.57894
12/10/10,11,9.34897,1858.29245,1867.64142
12/10/10,12,9.29417,1803.91657,1813.21074
12/10/10,13,9.08065,1764.32481,1773.40546
12/10/10,14,8.9487,1760.79656,1769.74526
12/10/10,15,9.03671,1748.68598,1757.72269
12/10/10,16,9.55058,1891.1911,1900.74168
12/10/10,17,11.07901,2189.75771,2200.83672
12/10/10,18,12.82514,2453.47333,2466.29847
12/10/10,19,13.1419,2537.17799,2550.31989
12/10/10,20,12.87631,2435.59958,2448.47589
12/10/10,21,12.559,2368.02214,2380.58114
12/10/10,22,12.26942,2318.00679,2330.27621
12/10/10,23,11.40537,2182.21078,2193.61615
12/10/10,24,10.06156,1923.61731,1933.67887
12/11/10,1,9.33206,1798.55517,1807.88723
12/11/10,2,8.60255,1651.60978,1660.21233
12/11/10,3,8.39086,1607.97183,1616.36269
12/11/10,4,8.16905,1605.28716,1613.45621
12/11/10,5,8.42735,1624.481,1632.90835
12/11/10,6,8.65633,1688.22025,1696.87658
12/11/10,7,9.13296,1754.98827,1764.12123
12/11/10,8,9.77754,1899.62264,1909.40018
12/11/10,9,10.47108,2040.73109,2051.20217
12/11/10,10,10.31911,2047.83723,2058.15634
12/11/10,11,10.01041,1967.97886,1977.98927
12/11/10,12,9.87744,1928.66219,1938.53963
12/11/10,13,9.66273,1878.89571,1888.55844
12/11/10,14,9.45768,1820.56397,1830.02165
12/11/10,15,9.06826,1729.16561,1738.23387
12/11/10,16,9.50316,1819.63581,1829.13897
12/11/10,17,10.98672,2061.86889,2072.85561
12/11/10,18,12.49352,2366.08506,2378.57858
12/11/10,19,12.53093,2391.63889,2404.16982
12/11/10,20,12.48966,2384.57058,2397.06024
12/11/10,21,12.1507,2295.8792,2308.0299
12/11/10,22,11.36565,2159.30886,2170.67451
12/11/10,23,10.69392,2043.08529,2053.77921
12/11/10,24,9.31819,1768.33221,1777.6504
12/12/10,1,8.11341,1531.12887,1539.24228
12/12/10,2,7.83467,1472.05054,1479.88521
12/12/10,3,7.24521,1373.13623,1380.38144
12/12/10,4,6.969,1335.90015,1342.86915
12/12/10,5,6.72747,1259.45276,1266.18023
12/12/10,6,6.81501,1257.82768,1264.64269
12/12/10,7,7.05921,1290.31361,1297.37282
12/12/10,8,7.6112,1412.2335,1419.8447
12/12/10,9,8.32004,1560.26328,1568.58332
12/12/10,10,8.8807,1707.85446,1716.73516
12/12/10,11,9.08517,1769.29112,1778.37629
12/12/10,12,9.39173,1816.62101,1826.01274
12/12/10,13,9.67763,1842.42389,1852.10152
12/12/10,14,9.83169,1881.33769,1891.16938
12/12/10,15,9.83293,1874.98607,1884.819
12/12/10,16,10.3295,1968.41283,1978.74233
12/12/10,17,11.35722,2160.87742,2172.23464
12/12/10,18,12.42708,2367.66797,2380.09505
12/12/10,19,12.62672,2428.93514,2441.56186
12/12/10,20,12.44252,2395.39947,2407.84199
12/12/10,21,12.21285,2352.03381,2364.24666
12/12/10,22,11.14974,2131.06353,2142.21327
12/12/10,23,10.14709,1925.29834,1935.44543
12/12/10,24,8.61108,1642.50676,1651.11784
12/13/10,1,7.73383,1373.73601,1381.46984
12/13/10,2,7.08671,1245.75456,1252.84127
12/13/10,3,6.85718,1236.92523,1243.78241
12/13/10,4,6.88125,1241.89266,1248.77391
12/13/10,5,7.13958,1283.15369,1290.29327
12/13/10,6,7.98923,1434.44776,1442.43699
12/13/10,7,9.58653,1758.59152,1768.17805
12/13/10,8,10.194,1895.95553,1906.14953
12/13/10,9,9.18642,1721.65372,1730.84014
12/13/10,10,8.74155,1637.85924,1646.60079
12/13/10,11,8.66235,1612.0552,1620.71755
12/13/10,12,8.6239,1601.48819,1610.11209
12/13/10,13,8.751,1601.98482,1610.73582
12/13/10,14,8.69061,1606.32821,1615.01882
12/13/10,15,8.81533,1618.79616,1627.61149
12/13/10,16,9.47953,1733.93009,1743.40962
12/13/10,17,11.50345,2100.27973,2111.78318
12/13/10,18,14.05721,2562.43289,2576.4901
12/13/10,19,15.43174,2826.47734,2841.90908
12/13/10,20,15.31387,2808.02215,2823.33602
12/13/10,21,15.23705,2799.10671,2814.34376
12/13/10,22,14.49707,2683.01215,2697.50922
12/13/10,23,13.20594,2449.04401,2462.24995
12/13/10,24,11.69447,2167.26565,2178.96012
12/14/10,1,10.60838,1990.71758,2001.32596
12/14/10,2,10.2474,1931.23859,1941.48599
12/14/10,3,10.10567,1885.5209,1895.62657
12/14/10,4,9.99637,1905.42931,1915.42568
12/14/10,5,10.07113,1937.01419,1947.08532
12/14/10,6,11.21056,2165.26392,2176.47448
12/14/10,7,12.57726,2380.35257,2392.92983
12/14/10,8,12.8426,2460.11929,2472.96189
12/14/10,9,11.82883,2256.21793,2268.04676
12/14/10,10,11.17358,2161.76043,2172.93401
12/14/10,11,10.89073,2099.1562,2110.04693
12/14/10,12,10.84148,2070.461,2081.30248
12/14/10,13,11.02777,2083.18938,2094.21715
12/14/10,14,10.89078,2032.05112,2042.9419
12/14/10,15,11.18004,2088.83685,2100.01689
12/14/10,16,11.65252,2120.60294,2132.25546
12/14/10,17,13.5634,2447.68849,2461.25189
12/14/10,18,15.97472,2872.83111,2888.80583
12/14/10,19,16.03245,2924.86806,2940.90051
12/14/10,20,16.59652,2967.63361,2984.23013
12/14/10,21,16.35206,2912.39228,2928.74434
12/14/10,22,14.98963,2699.42832,2714.41795
12/14/10,23,13.69622,2493.98217,2507.67839
12/14/10,24,11.9426,2214.78334,2226.72594
12/15/10,1,11.66424,2046.98009,2058.64433
12/15/10,2,10.88065,1925.26747,1936.14812
12/15/10,3,10.66257,1876.40009,1887.06266
12/15/10,4,10.43959,1875.64967,1886.08926
12/15/10,5,10.65475,1908.0444,1918.69915
12/15/10,6,11.71586,2108.08963,2119.80549
12/15/10,7,13.1868,2327.0431,2340.2299
12/15/10,8,13.35729,2385.26502,2398.62231
12/15/10,9,12.58843,2231.81894,2244.40737
12/15/10,10,11.37295,2038.47297,2049.84592
12/15/10,11,11.4131,2041.44826,2052.86136
12/15/10,12,11.3793,2008.11053,2019.48983
12/15/10,13,11.0292,1966.55302,1977.58222
12/15/10,14,11.14574,1956.05316,1967.1989
12/15/10,15,11.48826,2013.42043,2024.90869
12/15/10,16,11.87612,2068.14098,2080.0171
12/15/10,17,13.97586,2399.71482,2413.69068
12/15/10,18,16.45523,2803.98297,2820.4382
12/15/10,19,16.95383,2919.21876,2936.17259
12/15/10,20,17.14598,2919.23444,2936.38042
12/15/10,21,16.65368,2857.80345,2874.45713
12/15/10,22,16.03404,2762.69065,2778.72469
12/15/10,23,14.09027,2432.81494,2446.90521
12/15/10,24,12.64658,2215.97296,2228.61954
12/16/10,1,12.0693,2004.93739,2017.00669
12/16/10,2,11.3805,1906.13492,1917.51542
12/16/10,3,11.25146,1865.4445,1876.69596
12/16/10,4,11.08316,1874.68406,1885.76722
12/16/10,5,11.36484,1917.05683,1928.42167
12/16/10,6,12.42845,2118.85003,2131.27848
12/16/10,7,14.12402,2350.86407,2364.98809
12/16/10,8,14.5049,2428.97544,2443.48034
12/16/10,9,13.4777,2238.5946,2252.0723
12/16/10,10,12.62563,2107.42641,2120.05204
12/16/10,11,12.45681,2029.39343,2041.85024
12/16/10,12,12.5809,2008.5682,2021.1491
12/16/10,13,12.34314,1985.87333,1998.21647
12/16/10,14,12.25479,1928.38563,1940.64042
12/16/10,15,12.62254,2032.53218,2045.15472
12/16/10,16,13.05585,2110.48739,2123.54324
12/16/10,17,16.20387,2526.44891,2542.65278
12/16/10,18,17.83132,2774.35611,2792.18743
12/16/10,19,18.61278,2919.67821,2938.29099
12/16/10,20,18.56026,2902.64178,2921.20204
12/16/10,21,18.09996,2869.10002,2887.19998
12/16/10,22,17.4047,2774.13015,2791.53485
12/16/10,23,16.02624,2514.31396,2530.3402
12/16/10,24,13.98063,2219.73255,2233.71318
12/17/10,1,13.33075,2044.50371,2057.83446
12/17/10,2,12.38667,1916.69854,1929.08521
12/17/10,3,12.09741,1887.70481,1899.80222
12/17/10,4,11.954,1865.37342,1877.32742
12/17/10,5,12.4458,1907.85286,1920.29866
12/17/10,6,13.37491,2057.94916,2071.32407
12/17/10,7,15.09426,2319.73116,2334.82542
12/17/10,8,15.14089,2375.89446,2391.03535
12/17/10,9,13.67454,2179.1217,2192.79624
12/17/10,10,12.61778,1984.54858,1997.16636
12/17/10,11,12.37743,1952.52828,1964.90571
12/17/10,12,12.33774,1887.00628,1899.34402
12/17/10,13,12.0935,1834.04087,1846.13437
12/17/10,14,11.76841,1819.60357,1831.37198
12/17/10,15,11.7908,1805.41621,1817.20701
12/17/10,16,12.30714,1896.74948,1909.05662
12/17/10,17,14.35745,2186.00179,2200.35924
12/17/10,18,17.16741,2587.60537,2604.77278
12/17/10,19,17.81658,2676.66149,2694.47807
12/17/10,20,17.75539,2657.25892,2675.01431
12/17/10,21,17.4769,2622.10396,2639.58086
12/17/10,22,17.09665,2561.62049,2578.71714
12/17/10,23,16.00867,2423.97208,2439.98075
12/17/10,24,14.35749,2193.89667,2208.25416
12/18/10,1,13.3272,2005.40022,2018.72742
12/18/10,2,12.38266,1890.63886,1903.02152
12/18/10,3,12.13959,1869.26686,1881.40645
12/18/10,4,12.21132,1798.67764,1810.88896
12/18/10,5,12.15888,1840.62126,1852.78014
12/18/10,6,12.47598,1873.68435,1886.16033
12/18/10,7,13.17781,1961.73683,1974.91464
12/18/10,8,14.06825,2111.31713,2125.38538
12/18/10,9,14.79399,2214.17049,2228.96448
12/18/10,10,14.8541,2205.13813,2219.99223
12/18/10,11,14.66467,2205.32195,2219.98662
12/18/10,12,14.35063,2156.22494,2170.57557
12/18/10,13,14.04932,2092.62015,2106.66947
12/18/10,14,13.81299,2070.3418,2084.15479
12/18/10,15,14.09044,2077.60495,2091.69539
12/18/10,16,14.3456,2087.02927,2101.37487
12/18/10,17,15.8977,2298.89527,2314.79297
12/18/10,18,17.61718,2566.76526,2584.38244
12/18/10,19,18.28626,2651.43185,2669.71811
12/18/10,20,18.03537,2614.33449,2632.36986
12/18/10,21,17.57422,2546.70149,2564.27571
12/18/10,22,17.22135,2485.73376,2502.95511
12/18/10,23,16.1041,2364.71866,2380.82276
12/18/10,24,14.33653,2134.68855,2149.02508
12/19/10,1,13.59781,1978.7103,1992.30811
12/19/10,2,12.47487,1843.25819,1855.73306
12/19/10,3,12.17087,1794.15036,1806.32123
12/19/10,4,11.9424,1764.4374,1776.3798
12/19/10,5,11.85176,1798.55336,1810.40512
12/19/10,6,12.12905,1815.49941,1827.62846
12/19/10,7,12.39305,1896.34036,1908.73341
12/19/10,8,13.3411,2019.89806,2033.23916
12/19/10,9,14.38022,2179.38608,2193.7663
12/19/10,10,15.01455,2306.45912,2321.47367
12/19/10,11,15.44565,2357.92402,2373.36967
12/19/10,12,15.24082,2330.91743,2346.15825
12/19/10,13,15.35505,2330.30629,2345.66134
12/19/10,14,15.07989,2306.55849,2321.63838
12/19/10,15,14.83762,2267.36901,2282.20663
12/19/10,16,14.77282,2241.04852,2255.82134
12/19/10,17,16.04407,2427.7227,2443.76677
12/19/10,18,18.67826,2816.99815,2835.67641
12/19/10,19,19.06411,2883.04968,2902.11379
12/19/10,20,19.20029,2866.7343,2885.93459
12/19/10,21,18.69677,2848.48513,2867.1819
12/19/10,22,18.00214,2748.53178,2766.53392
12/19/10,23,16.21907,2520.60805,2536.82712
12/19/10,24,14.16042,2171.43454,2185.59496
12/20/10,1,13.65688,1916.12795,1929.78483
12/20/10,2,12.83595,1793.2692,1806.10515
12/20/10,3,12.45023,1772.74675,1785.19698
12/20/10,4,12.38449,1762.12433,1774.50882
12/20/10,5,12.53223,1787.32227,1799.8545
12/20/10,6,13.53853,1930.20208,1943.74061
12/20/10,7,15.35123,2195.92848,2211.27971
12/20/10,8,15.80134,2283.31567,2299.11701
12/20/10,9,14.62426,2103.29441,2117.91867
12/20/10,10,13.77705,1990.70669,2004.48374
12/20/10,11,13.27162,1908.27212,1921.54374
12/20/10,12,12.90485,1861.30546,1874.21031
12/20/10,13,12.84148,1838.59646,1851.43794
12/20/10,14,12.96395,1851.85616,1864.82011
12/20/10,15,13.04721,1860.193,1873.24021
12/20/10,16,13.78079,1955.50111,1969.2819
12/20/10,17,16.03113,2253.32203,2269.35316
12/20/10,18,19.34284,2695.04633,2714.38917
12/20/10,19,20.34144,2821.11427,2841.45571
12/20/10,20,20.3631,2830.15184,2850.51494
12/20/10,21,20.01527,2792.68875,2812.70402
12/20/10,22,19.41049,2693.97093,2713.38142
12/20/10,23,17.3871,2442.60243,2459.98953
12/20/10,24,15.39137,2119.34727,2134.73864
12/21/10,1,14.53656,1869.8795,1884.41606
12/21/10,2,13.37343,1771.77428,1785.14771
12/21/10,3,13.24776,1703.02056,1716.26832
12/21/10,4,12.88275,1697.49658,1710.37933
12/21/10,5,13.04218,1736.18738,1749.22956
12/21/10,6,14.15269,1873.15207,1887.30476
12/21/10,7,16.32974,2130.84092,2147.17066
12/21/10,8,16.65702,2246.40743,2263.06445
12/21/10,9,15.31282,2047.94149,2063.25431
12/21/10,10,14.18585,1900.24654,1914.43239
12/21/10,11,13.66939,1818.8428,1832.51219
12/21/10,12,13.54563,1773.639,1787.18463
12/21/10,13,13.18433,1736.9444,1750.12873
12/21/10,14,12.91007,1690.14408,1703.05415
12/21/10,15,13.17529,1697.88023,1711.05552
12/21/10,16,14.11557,1810.39024,1824.50581
12/21/10,17,16.48975,2092.11957,2108.60932
12/21/10,18,20.13628,2540.4858,2560.62208
12/21/10,19,21.14611,2717.52129,2738.6674
12/21/10,20,21.28114,2704.42144,2725.70258
12/21/10,21,21.06734,2677.06766,2698.135
12/21/10,22,20.37168,2582.188,2602.55968
12/21/10,23,18.42965,2353.73724,2372.16689
12/21/10,24,16.31558,2040.96904,2057.28462
12/22/10,1,15.79405,1818.36861,1834.16266
12/22/10,2,14.66605,1697.14369,1711.80974
12/22/10,3,14.13122,1652.67452,1666.80574
12/22/10,4,13.90828,1650.27726,1664.18554
12/22/10,5,14.27638,1669.38118,1683.65756
12/22/10,6,15.48322,1810.02573,1825.50895
12/22/10,7,17.80656,2030.62795,2048.43451
12/22/10,8,18.28238,2157.36723,2175.64961
12/22/10,9,16.88542,1975.4705,1992.35592
12/22/10,10,15.67642,1856.43525,1872.11167
12/22/10,11,15.29179,1790.24821,1805.54
12/22/10,12,14.9657,1739.69146,1754.65716
12/22/10,13,14.62055,1704.52462,1719.14517
12/22/10,14,14.3903,1654.50745,1668.89775
12/22/10,15,14.6235,1654.24802,1668.87152
12/22/10,16,15.81645,1815.40303,1831.21948
12/22/10,17,18.34313,2112.43057,2130.7737
12/22/10,18,21.96527,2493.40206,2515.36733
12/22/10,19,23.00843,2663.73888,2686.74731
12/22/10,20,23.27514,2677.58157,2700.85671
12/22/10,21,23.1441,2649.27749,2672.42159
12/22/10,22,22.48995,2588.4518,2610.94175
12/22/10,23,20.44526,2364.61961,2385.06487
12/22/10,24,18.06848,2085.87655,2103.94503
12/23/10,1,15.65961,1851.18976,1866.84937
12/23/10,2,14.49046,1730.76975,1745.26021
12/23/10,3,14.12239,1676.38513,1690.50752
12/23/10,4,13.75585,1660.52533,1674.28118
12/23/10,5,14.18239,1694.24004,1708.42243
12/23/10,6,15.00232,1815.22322,1830.22554
12/23/10,7,17.03641,2014.99509,2032.0315
12/23/10,8,17.70574,2123.92156,2141.6273
12/23/10,9,16.70045,2003.90631,2020.60676
12/23/10,10,16.11786,1949.55494,1965.6728
12/23/10,11,15.86106,1904.70876,1920.56982
12/23/10,12,15.15018,1820.62606,1835.77624
12/23/10,13,14.81584,1778.46405,1793.27989
12/23/10,14,14.76229,1733.11164,1747.87393
12/23/10,15,15.00405,1756.48445,1771.4885
12/23/10,16,15.92875,1857.25492,1873.18367
12/23/10,17,18.48754,2149.06539,2167.55293
12/23/10,18,22.60452,2603.69194,2626.29646
12/23/10,19,23.1111,2704.37088,2727.48198
12/23/10,20,23.14007,2692.7292,2715.86927
12/23/10,21,22.83684,2634.2437,2657.08054
12/23/10,22,22.21383,2583.09228,2605.30611
12/23/10,23,20.47139,2405.43516,2425.90655
12/23/10,24,18.17871,2154.60937,2172.78808
12/24/10,1,16.98645,1966.17146,1983.15791
12/24/10,2,15.66047,1851.01091,1866.67138
12/24/10,3,14.90103,1770.74815,1785.64918
12/24/10,4,14.62829,1738.23667,1752.86496
12/24/10,5,14.63985,1724.75084,1739.39069
12/24/10,6,15.20483,1765.62777,1780.8326
12/24/10,7,16.00073,1875.35195,1891.35268
12/24/10,8,17.54339,2011.82423,2029.36762
12/24/10,9,18.92798,2195.62416,2214.55214
12/24/10,10,19.31118,2271.91441,2291.22559
12/24/10,11,19.48244,2264.10913,2283.59157
12/24/10,12,19.31418,2254.58198,2273.89616
12/24/10,13,18.94496,2202.76102,2221.70598
12/24/10,14,18.95616,2208.84636,2227.80252
12/24/10,15,18.60639,2145.68389,2164.29028
12/24/10,16,18.94219,2174.47653,2193.41872
12/24/10,17,20.51389,2374.65982,2395.17371
12/24/10,18,23.18633,2662.81923,2686.00556
12/24/10,19,23.1047,2631.07098,2654.17568
12/24/10,20,22.51303,2550.61151,2573.12454
12/24/10,21,21.83463,2515.08606,2536.92069
12/24/10,22,21.81973,2483.37751,2505.19724
12/24/10,23,20.969,2350.63074,2371.59974
12/24/10,24,19.13944,2178.89798,2198.03742
12/25/10,1,17.18333,1953.5955,1970.77883
12/25/10,2,15.57161,1776.73597,1792.30758
12/25/10,3,14.99245,1714.12784,1729.12029
12/25/10,4,14.52182,1653.95485,1668.47667
12/25/10,5,14.42847,1637.56278,1651.99125
12/25/10,6,14.83492,1696.06963,1710.90455
12/25/10,7,15.12518,1729.34713,1744.47231
12/25/10,8,16.30309,1855.92472,1872.22781
12/25/10,9,17.78766,2013.43044,2031.2181
12/25/10,10,18.35992,2105.26561,2123.62553
12/25/10,11,18.95207,2144.36499,2163.31706
12/25/10,12,18.8275,2154.35637,2173.18387
12/25/10,13,19.23462,2154.42161,2173.65623
12/25/10,14,19.23666,2143.29831,2162.53497
12/25/10,15,19.16622,2137.87692,2157.04314
12/25/10,16,18.97101,2113.6453,2132.61631
12/25/10,17,19.92377,2226.76034,2246.68411
12/25/10,18,21.37965,2349.82964,2371.20929
12/25/10,19,21.54139,2396.86769,2418.40908
12/25/10,20,21.4264,2387.08092,2408.50732
12/25/10,21,21.26728,2377.7974,2399.06468
12/25/10,22,20.9882,2348.66596,2369.65416
12/25/10,23,19.76856,2206.70453,2226.47309
12/25/10,24,17.82644,2012.28109,2030.10753
12/26/10,1,16.46267,1832.99735,1849.46002
12/26/10,2,15.30821,1708.66097,1723.96918
12/26/10,3,14.6243,1631.73965,1646.36395
12/26/10,4,14.38519,1617.08414,1631.46933
12/26/10,5,14.29128,1619.65097,1633.94225
12/26/10,6,14.59128,1681.43316,1696.02444
12/26/10,7,15.05521,1767.35031,1782.40552
12/26/10,8,16.29903,1916.10549,1932.40452
12/26/10,9,17.86602,2091.27917,2109.14519
12/26/10,10,18.9281,2220.06204,2238.99014
12/26/10,11,19.64836,2277.11147,2296.75983
12/26/10,12,19.98251,2343.47938,2363.46189
12/26/10,13,20.49141,2406.50519,2426.9966
12/26/10,14,21.41839,2493.44389,2514.86228
12/26/10,15,21.9634,2557.0072,2578.9706
12/26/10,16,22.36784,2618.16951,2640.53735
12/26/10,17,23.95741,2792.42924,2816.38665
12/26/10,18,26.29935,3057.80754,3084.10689
12/26/10,19,26.72137,3115.17573,3141.8971
12/26/10,20,26.2386,3082.13421,3108.37281
12/26/10,21,25.10028,2964.6672,2989.76748
12/26/10,22,24.17916,2840.91099,2865.09015
12/26/10,23,22.05195,2644.65739,2666.70934
12/26/10,24,19.94689,2380.53815,2400.48504
12/27/10,1,20.95232,2126.32237,2147.27469
12/27/10,2,19.72061,2020.75109,2040.4717
12/27/10,3,19.1714,1965.28001,1984.45141
12/27/10,4,18.90403,1963.30553,1982.20956
12/27/10,5,18.97626,1958.53231,1977.50857
12/27/10,6,19.64848,2029.37531,2049.02379
12/27/10,7,20.68128,2124.95958,2145.64086
12/27/10,8,21.05207,2177.9261,2198.97817
12/27/10,9,20.55462,2122.94188,2143.4965
12/27/10,10,20.46506,2122.25582,2142.72088
12/27/10,11,20.5493,2120.24778,2140.79708
12/27/10,12,20.77371,2150.63532,2171.40903
12/27/10,13,21.01517,2143.59424,2164.60941
12/27/10,14,20.56817,2095.00803,2115.5762
12/27/10,15,20.42368,2067.73346,2088.15714
12/27/10,16,20.98858,2124.23844,2145.22702
12/27/10,17,24.06437,2405.75523,2429.8196
12/27/10,18,28.75654,2849.31296,2878.0695
12/27/10,19,29.82093,2933.91822,2963.73915
12/27/10,20,29.37603,2916.9499,2946.32593
12/27/10,21,28.66809,2837.83381,2866.5019
12/27/10,22,27.23881,2702.2158,2729.45461
12/27/10,23,25.04775,2501.12916,2526.17691
12/27/10,24,22.39534,2212.44804,2234.84338
12/28/10,1,21.91086,2000.46109,2022.37195
12/28/10,2,20.14915,1861.31667,1881.46582
12/28/10,3,19.53359,1796.08923,1815.62282
12/28/10,4,19.00748,1754.97682,1773.9843
12/28/10,5,19.19938,1789.93111,1809.13049
12/28/10,6,19.98113,1863.16699,1883.14812
12/28/10,7,21.29776,1974.14161,1995.43937
12/28/10,8,21.90477,2057.88528,2079.79005
12/28/10,9,21.23147,1987.66319,2008.89466
12/28/10,10,20.53209,1918.39289,1938.92498
12/28/10,11,20.34437,1898.30021,1918.64458
12/28/10,12,20.70297,1913.45641,1934.15938
12/28/10,13,20.23678,1862.65232,1882.8891
12/28/10,14,19.66881,1794.86758,1814.53639
12/28/10,15,19.79137,1797.13702,1816.92839
12/28/10,16,20.68116,1867.25833,1887.93949
12/28/10,17,23.67508,2126.30872,2149.9838
12/28/10,18,28.71784,2556.65508,2585.37292
12/28/10,19,29.67715,2643.11891,2672.79606
12/28/10,20,29.6889,2633.79727,2663.48617
12/28/10,21,29.02484,2575.65183,2604.67667
12/28/10,22,27.76719,2488.64853,2516.41572
12/28/10,23,25.66444,2302.57707,2328.24151
12/28/10,24,22.87362,2071.83378,2094.7074
12/29/10,1,22.33505,1845.73878,1868.07383
12/29/10,2,20.33001,1701.71265,1722.04266
12/29/10,3,19.74738,1653.59819,1673.34557
12/29/10,4,19.03923,1600.93787,1619.9771
12/29/10,5,19.2794,1628.40534,1647.68474
12/29/10,6,20.26698,1731.59778,1751.86476
12/29/10,7,22.29252,1876.55363,1898.84615
12/29/10,8,22.88628,1946.72069,1969.60697
12/29/10,9,22.48635,1898.22883,1920.71518
12/29/10,10,21.55544,1821.2969,1842.85234
12/29/10,11,21.14693,1757.02566,1778.17259
12/29/10,12,21.18994,1746.02304,1767.21298
12/29/10,13,20.98757,1720.61506,1741.60263
12/29/10,14,20.37885,1675.11159,1695.49044
12/29/10,15,20.46574,1655.17549,1675.64123
12/29/10,16,21.68973,1759.6995,1781.38923
12/29/10,17,24.86027,2011.97388,2036.83415
12/29/10,18,30.37847,2452.13595,2482.51442
12/29/10,19,31.38028,2537.93244,2569.31272
12/29/10,20,31.51943,2545.02189,2576.54132
12/29/10,21,31.1138,2521.08376,2552.19756
12/29/10,22,30.23861,2449.54192,2479.78053
12/29/10,23,28.31528,2297.83814,2326.15342
12/29/10,24,25.09582,2053.17595,2078.27177
12/30/10,1,22.90645,1889.70855,1912.615
12/30/10,2,21.26434,1777.37446,1798.6388
12/30/10,3,20.97626,1742.40199,1763.37825
12/30/10,4,20.6861,1741.43815,1762.12425
12/30/10,5,20.96799,1772.32288,1793.29087
12/30/10,6,22.20725,1876.92658,1899.13383
12/30/10,7,24.2379,2042.2788,2066.5167
12/30/10,8,25.27361,2140.66298,2165.93659
12/30/10,9,24.17393,2033.07621,2057.25014
12/30/10,10,22.94002,1916.43151,1939.37153
12/30/10,11,21.97322,1814.24642,1836.21964
12/30/10,12,21.35596,1748.67451,1770.03047
12/30/10,13,21.05333,1706.63751,1727.69084
12/30/10,14,20.64855,1668.03538,1688.68393
12/30/10,15,20.26804,1636.81433,1657.08237
12/30/10,16,21.11884,1703.16818,1724.28702
12/30/10,17,24.07216,1939.0335,1963.10566
12/30/10,18,29.26189,2337.97332,2367.23521
12/30/10,19,30.73833,2462.13185,2492.87018
12/30/10,20,30.87909,2477.56903,2508.44812
12/30/10,21,30.27235,2425.56157,2455.83392
12/30/10,22,29.32854,2363.86957,2393.19811
12/30/10,23,27.13538,2190.01171,2217.14709
12/30/10,24,24.4146,1978.32334,2002.73794
12/31/10,1,22.58907,1838.41569,1861.00476
12/31/10,2,20.89804,1715.01808,1735.91612
12/31/10,3,20.0363,1661.17919,1681.21549
12/31/10,4,19.72564,1632.35738,1652.08302
12/31/10,5,19.6455,1633.27924,1652.92474
12/31/10,6,20.5769,1715.84832,1736.42522
12/31/10,7,21.50944,1792.36973,1813.87917
12/31/10,8,22.97692,1912.54114,1935.51806
12/31/10,9,24.58205,2029.68214,2054.26419
12/31/10,10,25.22041,2058.2606,2083.48101
12/31/10,11,25.23852,2033.29182,2058.53034
12/31/10,12,24.8722,1990.67226,2015.54446
12/31/10,13,24.61269,1958.20619,1982.81888
12/31/10,14,24.53648,1937.61068,1962.14716
12/31/10,15,24.59832,1939.03293,1963.63125
12/31/10,16,25.38573,2002.88535,2028.27108
12/31/10,17,27.51255,2167.52039,2195.03294
12/31/10,18,31.94492,2513.08528,2545.0302
12/31/10,19,32.60286,2562.96952,2595.57238
12/31/10,20,31.73518,2492.30144,2524.03662
